"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
609,6640.489,2021,26,"Male","European/Other","Less than secondary school","Employed","Partnered","Parent",1,"Owned without mortgage",97149,10,"NZ with NZ parents","Non-disabled",7,6,6,"Excellent","Basic","Strongly agree","Sometimes easy, sometimes hard",6,8,0,5,"Yes",17,"No","No",NA,NA,NA,NA,NA,"A lot more",0,1,"Most of the time","Very hard","1",NA,"25-34",2,"   456.6",20976,32
610,3599.859,2021,45,"Female","European/Other","Secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",78088,1,"Long-term migrant","Non-disabled",10,7,8,"Very Good","None or almost none","Agree","Easy to be myself",7,8,9,8,"Yes",18,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Hard","0",NA,"45-54",2,"   629.3",29072,32
611,13276.94,2021,41,"Female","European/Other","Post-secondary NCEA/diploma","Employed","Partnered","Parent",2,"Owned without mortgage",33625,7,"Long-term migrant","Non-disabled",4,10,8,"Very Good","None or almost none","Agree","Hard to be myself",10,10,10,10,"Yes",10,"Yes, always","Yes, sometimes",NA,NA,NA,NA,NA,"A little less",0,0,"Some of the time","Sometimes easy, sometimes hard","2",NA,"35-44",1,"   282.5",13248,22
612,5001.54,2021,37,"Male","European/Other","Secondary school","Not in labour force","Partnered","Parent",2,"Rented",65303,9,"Long-term migrant","Non-disabled",5,6,6,"Good","None or almost none","Agree","Easy to be myself",5,10,5,8,"No",3,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",1,1,"None of the time","Easy","2",NA,"35-44",2,"   857.0",39008,44
613,15067.32,2021,25,"Female","European/Other","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",84523,4,"Medium-term migrant","Non-disabled",4,8,7,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",6,5,3,5,"No",18,"No","No",NA,NA,NA,NA,NA,"Moved here recently",0,0,"None of the time","Easy","0",NA,"25-34",2,"   956.7",43792,30
614,232.3188,2021,32,"Male","Pacific","Less than secondary school","Not in labour force","Partnered","Parent",3,"Owned without mortgage",128800,6,"Long-term migrant","Non-disabled",8,8,9,"Very Good","Basic","Agree","Very easy to be myself",9,10,8,8,"Yes",19,"No","No",NA,NA,NA,NA,NA,"A little more",0,0,"None of the time","Easy","3",NA,"25-34",3,"   335.7",15088,33
615,1250.147,2021,22,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",15876,6,"NZ with NZ parents","Non-disabled",8,9,10,"Very Good","None or almost none","Agree","Very easy to be myself",8,10,8,6,"Not eligible",15,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Very easy","0",NA,"15-24",1,"   256.6",11408,25
616,1578.065,2021,65,"Female","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",46219,9,"NZ with NZ parents","Non-disabled",6,7,8,"Very Good","Basic","Disagree","Sometimes easy, sometimes hard",8,8,8,7,"Yes",19,"No","No",NA,NA,NA,NA,NA,"About the same",1,1,"Some of the time","Easy","0",NA,"65+",1,"   140.9",6256,6
617,1123.32,2021,59,"Male","Māori","Post-secondary NCEA/diploma","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",104142,10,"Long-term migrant","Non-disabled",3,5,5,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",8,10,8,8,"Yes",15,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,0,"A little of the time","Hard","0",NA,"55-64",3,"   828.3",37904,34
618,2273.549,2021,41,"Male","European/Other","Degree","Not in labour force","Partnered","Parent",2,"Owned with mortgage",175905,3,"NZ with overseas parent(s)","Non-disabled",10,10,10,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",4,3,2,4,"Yes",20,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Hard","2",NA,"35-44",3,"   399.8",18768,18
619,4448.962,2021,80,"Female","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",212127,5,"NZ with NZ parents","Non-disabled",8,10,8,"Good","None or almost none","Agree","Easy to be myself",8,10,8,10,"No",19,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Easy","0",NA,"65+",3,"   515.6",23552,32
620,1423.589,2021,92,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",123244,4,"NZ with NZ parents","Disabled",10,7,9,"Very Good","None or almost none","Disagree","Very easy to be myself",8,9,6,8,"Yes",20,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Sometimes easy, sometimes hard","0",NA,"65+",3,"   687.0",32016,42
621,3558.133,2021,19,"Female","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",102439,8,"Long-term migrant","Non-disabled",3,10,10,"Good","None or almost none","Disagree","Sometimes easy, sometimes hard",3,1,2,2,"No",15,"Yes, often","No",NA,NA,NA,NA,NA,"A little more",1,1,"None of the time","Sometimes easy, sometimes hard","0",NA,"15-24",3,"   289.9",13616,56
622,13270.83,2021,50,"Male","European/Other","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned with mortgage",135634,2,"NZ with NZ parents","Non-disabled",10,8,8,"Good","Basic","Disagree","Sometimes easy, sometimes hard",4,2,2,2,"Yes",17,"No","No",NA,NA,NA,NA,NA,"A lot more",1,1,"None of the time","Sometimes easy, sometimes hard","0",NA,"45-54",3,"   856.3",39008,36
623,18520.99,2021,26,"Male","European/Other","Degree","Employed","Partnered","Parent",1,"Owned without mortgage",102846,7,"NZ with NZ parents","Non-disabled",4,7,10,"Fair","None or almost none","Agree","Easy to be myself",8,10,8,7,"Yes",16,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",0,1,"Some of the time","Sometimes easy, sometimes hard","1",NA,"25-34",3,"  1470.7",68080,17
624,10587.59,2021,35,"Male","European/Other","Degree","Employed","Not partnered","Not a parent",0,"Rented",270937,5,"Long-term migrant","Non-disabled",7,6,9,"Excellent","None or almost none","Agree","Sometimes easy, sometimes hard",7,9,3,9,"No",12,"No","No",NA,NA,NA,NA,NA,"Moved here recently",0,1,"Most of the time","Very easy","0",NA,"35-44",3,"  1126.3",52256,42
625,5453.129,2021,83,"Male","European/Other","Post-secondary NCEA/diploma","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",110822,8,"Long-term migrant","Disabled",5,8,9,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",7,8,0,4,"Yes",16,"No","No",NA,NA,NA,NA,NA,"A lot more",0,1,"None of the time","Very easy","0",NA,"65+",3,"   386.3",18032,31
626,16693.01,2021,21,"Male","European/Other","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned with mortgage",179881,5,"NZ with NZ parents","Non-disabled",6,8,8,"Good","Conversational","Strongly agree","Easy to be myself",5,2,4,3,"No",13,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",1,1,"Some of the time","Hard","0",NA,"15-24",3,"   343.7",15456,41
627,1224.747,2021,44,"Female","Asian","Degree","Not in labour force","Partnered","Not a parent",0,"Rented",44984,4,"Long-term migrant","Non-disabled",3,3,3,"Good","Basic","Disagree","Hard to be myself",2,7,4,4,"No",8,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"A lot more",0,0,"A little of the time","Very hard","0",NA,"35-44",1,"   469.8",21344,26
628,9175.908,2021,85,"Female","European/Other","Secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",41717,7,"NZ with NZ parents","Non-disabled",8,9,9,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",9,8,5,5,"Yes",14,"Yes, sometimes","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","0",NA,"65+",1,"   256.8",12144,23
629,1437.13,2021,24,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Rented",80209,1,"NZ with NZ parents","Non-disabled",5,8,7,"Excellent","None or almost none","Agree","Very easy to be myself",8,7,9,7,"Yes",12,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"Some of the time","Sometimes easy, sometimes hard","0",NA,"15-24",2,"   315.5",14352,13
630,64.81984,2021,67,"Male","Asian","Less than secondary school","Unemployed","Partnered","Not a parent",0,"Rented",14520,6,"NZ with unknown origin parents","Non-disabled",4,7,7,"Fair","None or almost none","Agree","Very easy to be myself",0,3,1,3,"Yes",13,"No","No",NA,NA,NA,NA,NA,"No crime here",0,1,"None of the time","Very easy","0",NA,"65+",1,"   662.9",30176,32
631,6223.526,2021,65,"Female","European/Other","Secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",48854,3,"Long-term migrant","Disabled",4,5,6,"Poor","Basic","Agree","Hard to be myself",4,7,0,3,"Yes",5,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",1,0,"A little of the time","Sometimes easy, sometimes hard","0",NA,"65+",1,"  1045.4",47840,32
632,1275.985,2021,26,"Female","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",139054,9,"NZ with NZ parents","Non-disabled",10,8,8,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",7,7,4,5,"Yes",19,"Yes, sometimes","No",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Easy","0",NA,"25-34",3,"   796.9",36800,34
633,2404.126,2021,78,"Male","European/Other","Less than secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",28742,8,"NZ with NZ parents","Non-disabled",8,6,6,"Very Good","None or almost none","Agree","Very easy to be myself",8,8,6,6,"Yes",14,"Yes, often","No",NA,NA,NA,NA,NA,"About the same",0,0,"Some of the time","Hard","0",NA,"65+",1,"   650.3",30176,17
634,287.0053,2021,82,"Female","Asian","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",37190,1,"NZ with NZ parents","Non-disabled",7,9,10,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",7,10,3,2,"Yes",20,"No","No",NA,NA,NA,NA,NA,"About the same",0,1,"None of the time","Sometimes easy, sometimes hard","0",NA,"65+",1,"   216.4",9936,15
635,3507.709,2021,37,"Male","European/Other","Degree","Employed","Partnered","Parent",3,"Owned without mortgage",101847,5,"NZ with NZ parents","Non-disabled",5,8,8,"Very Good","None or almost none","Agree","Easy to be myself",6,10,6,3,"Yes",17,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","3",NA,"35-44",3,"   830.4",38640,28
636,2483.78,2021,99,"Female","European/Other","Post-secondary NCEA/diploma","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",66477,4,"NZ with NZ parents","Non-disabled",7,7,8,"Fair","None or almost none","Disagree","Very easy to be myself",9,9,7,8,"Yes",18,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"Most of the time","Easy","0",NA,"65+",2,"   231.2",10672,23
637,2417.108,2021,49,"Male","Asian","Post-secondary NCEA/diploma","Employed","Partnered","Parent",2,"Owned with mortgage",102503,1,"NZ with NZ parents","Non-disabled",8,9,9,"Excellent","Basic","Agree","Easy to be myself",7,7,3,5,"Yes",18,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A little more",0,0,"None of the time","Very easy","2",NA,"45-54",3,"   497.0",22816,38
638,1809.233,2021,70,"Male","European/Other","Degree","Not in labour force","Not partnered","Not a parent",0,"Owned with mortgage",44965,8,"Long-term migrant","Non-disabled",10,4,8,"Good","None or almost none","Strongly disagree","Easy to be myself",9,9,5,9,"Yes",20,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A little more",1,1,"A little of the time","Very easy","0",NA,"65+",1,"   543.5",25392,10
639,7569.411,2021,88,"Male","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",23763,7,"NZ with NZ parents","Non-disabled",8,10,6,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,10,4,6,"Yes",19,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A lot more",0,0,"A little of the time","Easy","0",NA,"65+",1,"  1054.8",48208,36
640,415.0249,2021,46,"Female","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",98583,2,"NZ with NZ parents","Non-disabled",8,5,8,"Good","None or almost none","Agree","Easy to be myself",9,9,3,3,"Yes",15,"No","No",NA,NA,NA,NA,NA,"No crime here",0,0,"Some of the time",NA,"0",NA,"45-54",2,"   127.1",5888,7
641,18985.03,2021,36,"Male","European/Other","Post-secondary NCEA/diploma","Employed","Partnered","Parent",2,"Rented",16058,8,"Recent migrant","Non-disabled",4,7,9,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",5,10,5,8,"No",7,"Yes, sometimes","Yes, always",NA,NA,NA,NA,NA,"A lot less",0,1,"None of the time","Easy","2",NA,"35-44",1,"  1186.5",54832,39
642,5997.249,2021,31,"Male","European/Other","Secondary school","Employed","Partnered","Parent",2,"Owned without mortgage",47628,8,"NZ with NZ parents","Non-disabled",6,5,8,"Fair","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",5,5,3,3,"Yes",9,"Yes, sometimes","Yes, sometimes",NA,NA,NA,NA,NA,"A little more",1,1,"None of the time",NA,"2",NA,"25-34",1,"   737.2",33856,40
643,5855.953,2021,29,"Male","European/Other","Secondary school","Not in labour force","Not partnered","Not a parent",0,"Owned without mortgage",180620,3,"Medium-term migrant","Non-disabled",10,7,7,"Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",7,8,7,7,"No",18,"No","No",NA,NA,NA,NA,NA,"No crime here",0,1,"A little of the time","Very easy","0",NA,"25-34",3,"   563.1",25760,34
644,3858.134,2021,21,"Female","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Rented",35381,9,"NZ with NZ parents","Non-disabled",6,7,8,"Very Good","None or almost none","Agree","Sometimes easy, sometimes hard",7,5,3,6,"Yes",17,"Yes, sometimes","No",NA,NA,NA,NA,NA,"A lot more",1,1,"None of the time","Very easy","0",NA,"15-24",1,"    96.5",4048,6
645,3757.431,2021,70,"Female","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Owned without mortgage",109031,9,"NZ with NZ parents","Non-disabled",8,9,9,"Excellent","None or almost none","Agree","Very easy to be myself",8,7,6,6,"Yes",12,"No","No",NA,NA,NA,NA,NA,"About the same",0,1,"Some of the time","Sometimes easy, sometimes hard","0",NA,"65+",3,"   263.3",12512,10
646,1934.25,2021,65,"Male","European/Other","Less than secondary school","Not in labour force","Partnered","Not a parent",0,"Owned with mortgage",21761,6,"NZ with overseas parent(s)","Disabled",4,7,7,"Very Good","None or almost none","Agree","Very easy to be myself",8,7,5,8,"Yes",15,"No","No",NA,NA,NA,NA,NA,"A little more",0,0,"A little of the time","Sometimes easy, sometimes hard","0",NA,"65+",1,"   652.6",29808,41
647,6893.354,2021,35,"Male","European/Other","Degree","Employed","Not partnered","Parent",2,"Owned without mortgage",72559,10,"NZ with NZ parents","Non-disabled",5,6,8,"Good","Basic","Agree","Sometimes easy, sometimes hard",5,8,3,5,"Yes",15,"Yes, sometimes","Yes, always",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","2",NA,"35-44",2,"   934.2",43056,44
648,6893.354,2021,28,"Female","European/Other","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",57575,9,"NZ with NZ parents","Non-disabled",4,8,6,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",5,5,4,4,"Yes",5,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"None of the time","Easy","0",NA,"25-34",2,"   154.1",7360,6
649,1609.275,2021,30,"Female","European/Other","Degree","Not in labour force","Partnered","Parent",1,"Rented",162113,4,"Recent migrant","Non-disabled",7,5,7,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",8,10,6,5,"No",12,"Yes, sometimes","Yes, always",NA,NA,NA,NA,NA,"No crime here",0,1,"None of the time","Very easy","1",NA,"25-34",3,"   471.7",21344,9
650,2838.118,2021,53,"Female","European/Other","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",154469,2,"Long-term migrant","Non-disabled",7,7,9,"Very Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",8,10,7,9,"Yes",11,"Yes, always","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",0,0,"None of the time","Very hard","0",NA,"45-54",3,"   760.0",34592,19
651,1375.751,2021,66,"Male","European/Other","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",188200,9,"NZ with NZ parents","Non-disabled",10,8,7,"Good","Basic","Disagree","Easy to be myself",9,10,7,7,"Yes",20,"No","No",NA,NA,NA,NA,NA,"No crime here",0,1,"None of the time","Very easy","0",NA,"65+",3,"  1036.2",47840,36
652,9709.211,2021,37,"Female","European/Other","Secondary school","Employed","Partnered","Parent",2,"Owned with mortgage",61066,3,"NZ with NZ parents","Non-disabled",8,7,8,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",7,7,5,5,"No",8,"Yes, often","Yes, sometimes",NA,NA,NA,NA,NA,"No crime here",0,0,"A little of the time","Sometimes easy, sometimes hard","2",NA,"35-44",2,"   191.7",8832,16
653,930.4944,2021,25,"Male","European/Other","Degree","Not in labour force","Partnered","Not a parent",0,"Rented",85171,7,"NZ with NZ parents","Non-disabled",9,7,9,"Very Good","Basic","Strongly agree","Very easy to be myself",7,8,6,8,"Yes",12,"Yes, always","Yes, sometimes",NA,NA,NA,NA,NA,"Moved here recently",1,1,"Some of the time","Easy","0",NA,"25-34",2,"   955.0",43792,38
654,3958.237,2021,82,"Female","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",63422,9,"NZ with NZ parents","Non-disabled",7,7,6,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,8,2,4,"Yes",18,"No","No",NA,NA,NA,NA,NA,"About the same",0,0,"Most of the time","Easy","0",NA,"65+",2,"   298.6",13984,13
